Område,År,Uke,Nedbørsenergi,Nyttbart tilsig HBV (brukes før 2015 og til min/maks/gj.snitt),"Nyttbart tilsig (produksjonsdata og magasinstatistikk, brukes f.o.m. 2015)",Hydrologisk balanse,Magasinavvik,Mark-og grunnvann,Snø,"Avvik snø, mark og grunnvann"
NO2,2007,42,475,457,,3230,4173,3067,33,-943
NO2,2007,43,92,254,,2170,3474,2929,11,-1304
NO2,2007,44,2024,1086,,3440,4014,3629,274,-574
NO2,2007,45,1193,742,,3490,3964,3294,1063,-474
NO2,2007,46,58,303,,2239,3314,3108,996,-1074
NO2,2007,47,598,267,,1751,2906,3042,1398,-1155
NO2,2007,48,1684,375,,2274,2626,3081,2706,-352
NO2,2007,49,1769,737,,3019,2947,3311,3518,72
NO2,2007,50,56,282,,1714,2564,3033,3567,-849
NO2,2007,51,15,132,,274,1937,2902,3581,-1662
NO2,2007,52,1990,460,,1192,1939,3154,4898,-746
NO2,2008,1,719,290,,-87,1683,2913,5584,-1770
NO2,2008,2,1843,282,,613,1497,2898,7226,-884
NO2,2008,3,2864,593,,2335,1743,2973,9495,592
NO2,2008,4,2868,459,,4101,1908,2950,12028,2193
NO2,2008,5,2181,431,,5316,2132,2914,13906,3184
NO2,2008,6,1296,335,,5648,2265,2903,14937,3383
NO2,2008,7,88,142,,4768,2190,2811,14992,2578
NO2,2008,8,2348,592,,6276,2548,3240,16386,3728
NO2,2008,9,2582,712,,7938,2927,3117,18447,5011
NO2,2008,10,1355,335,,8248,2774,3050,19584,5474
NO2,2008,11,1156,484,,8350,2600,2988,20352,5750
NO2,2008,12,658,155,,8154,2226,2885,20990,5929
NO2,2008,13,565,123,,7908,1745,2915,21428,6163
NO2,2008,14,1173,528,,8221,1446,2995,22015,6775
NO2,2008,15,506,193,,8044,796,2945,22398,7248
NO2,2008,16,175,172,,7607,19,2898,22458,7587
NO2,2008,17,123,331,,7643,-312,3371,21764,7955
NO2,2008,18,2105,2489,,9795,1453,4524,20141,8342
NO2,2008,19,-78,2547,,8971,2327,5120,16736,6644
NO2,2008,20,318,2860,,8159,2885,4889,14240,5274
NO2,2008,21,-14,1250,,7536,2075,4581,13198,5461
NO2,2008,22,-168,2574,,6565,2428,5541,9335,4137
NO2,2008,23,-423,4012,,4323,3355,5257,4912,968
NO2,2008,24,288,2281,,3767,3500,4190,3849,267
NO2,2008,25,1064,1631,,4626,3769,4467,2940,856
NO2,2008,26,594,1550,,4554,3744,4145,2238,811
NO2,2008,27,-302,1259,,3832,3866,3666,1087,-34
NO2,2008,28,1153,1527,,4228,4024,3798,559,204
NO2,2008,29,781,1048,,4868,4503,3709,373,365
NO2,2008,30,91,941,,4509,4723,3067,162,-214
NO2,2008,31,98,567,,4140,4602,2734,67,-462
NO2,2008,32,759,616,,4218,4393,2924,49,-175
NO2,2008,33,1032,820,,4722,4597,3167,40,125
NO2,2008,34,-3,457,,3817,4128,2732,32,-310
NO2,2008,35,238,406,,3339,3809,2592,27,-470
NO2,2008,36,1569,940,,4184,4013,3265,23,170
NO2,2008,37,155,514,,3166,3426,2917,21,-260
NO2,2008,38,52,279,,1957,2596,2696,20,-639
NO2,2008,39,-122,210,,622,1724,2392,12,-1102
NO2,2008,40,1138,374,,529,964,2855,330,-434
NO2,2008,41,1395,832,,1059,1117,3589,166,-57
NO2,2008,42,682,770,,986,1370,3342,317,-384
NO2,2008,43,3428,1764,,3763,2686,4189,1131,1077
NO2,2008,44,1353,1198,,3326,2346,3550,1907,980
NO2,2008,45,383,403,,2472,1865,3493,1945,607
NO2,2008,46,2569,1036,,4178,2361,4027,2967,1816
NO2,2008,47,1123,797,,3886,2147,3499,3835,1739
NO2,2008,48,1125,497,,3866,2015,3479,4511,1851
NO2,2008,49,218,266,,2701,1507,3227,4723,1193
NO2,2008,50,401,169,,1766,1015,3104,5097,751
NO2,2008,51,1692,317,,2178,704,3165,6454,1474
NO2,2008,52,785,286,,1537,185,3044,7107,1352
NO2,2009,1,93,89,,-437,-334,2966,7198,-103
NO2,2009,2,669,149,,-909,-609,3049,7658,-300
NO2,2009,3,1887,823,,-427,-275,3258,8466,-152
NO2,2009,4,1971,357,,279,-332,3129,10267,611
NO2,2009,5,168,129,,-721,-535,3024,10426,-186
NO2,2009,6,541,91,,-1169,-636,2966,10959,-532
NO2,2009,7,111,48,,-2089,-864,2931,11070,-1225
NO2,2009,8,852,83,,-2298,-1209,2952,11856,-1089
NO2,2009,9,820,204,,-2454,-1356,2949,12507,-1098
NO2,2009,10,1010,169,,-2324,-1492,2971,13358,-831
NO2,2009,11,930,174,,-2164,-1692,2954,14164,-472
NO2,2009,12,358,181,,-2457,-1824,3006,14307,-633
NO2,2009,13,518,149,,-2620,-2138,2962,14735,-482
NO2,2009,14,419,355,,-2651,-2187,3431,14340,-464
NO2,2009,15,701,897,,-2223,-1661,3984,13550,-561
NO2,2009,16,327,1543,,-2415,-874,4308,11919,-1541
NO2,2009,17,-10,1324,,-2693,-316,4564,10238,-2378
NO2,2009,18,516,2322,,-2311,1135,4982,7894,-3446
NO2,2009,19,811,1258,,-1773,1079,4449,7912,-2852
NO2,2009,20,65,947,,-2169,253,4304,7129,-2422
NO2,2009,21,771,1506,,-1796,-102,4776,5849,-1694
NO2,2009,22,807,1880,,-1563,-286,4775,4687,-1277
NO2,2009,23,-282,1568,,-2700,-1002,4006,3496,-1699
NO2,2009,24,276,1086,,-2778,-1643,3941,2697,-1135
NO2,2009,25,608,1171,,-2280,-1757,3972,2057,-523
NO2,2009,26,-378,1197,,-2855,-1667,3444,940,-1188
NO2,2009,27,-307,1043,,-3400,-1619,2725,281,-1780
NO2,2009,28,1242,970,,-2126,-1290,3186,130,-837
NO2,2009,29,668,693,,-1120,-713,3237,73,-407
NO2,2009,30,1002,1010,,-235,-109,3268,49,-126
NO2,2009,31,1432,1101,,1334,933,3629,36,401
NO2,2009,32,326,898,,1111,1140,3096,24,-28
NO2,2009,33,544,538,,1368,1284,3148,19,84
NO2,2009,34,1361,1113,,2280,1905,3434,16,375
NO2,2009,35,959,857,,2956,2464,3568,13,492
NO2,2009,36,865,1018,,3398,3071,3432,12,327
NO2,2009,37,164,582,,2814,2966,3036,11,-151
NO2,2009,38,-160,346,,1649,2435,2559,10,-786
NO2,2009,39,1034,649,,2351,2863,2983,10,-513
NO2,2009,40,1406,803,,2776,2784,3019,591,-8
NO2,2009,41,1426,754,,3080,2594,3060,1239,486
NO2,2009,42,203,400,,2192,2134,3119,982,58
NO2,2009,43,124,308,,794,1128,3051,859,-334
NO2,2009,44,447,296,,-190,224,2978,1084,-415
NO2,2009,45,1352,546,,109,47,3083,1810,62
NO2,2009,46,678,336,,-166,-232,3090,2155,66
NO2,2009,47,2788,1530,,1959,1093,4206,2254,866
NO2,2009,48,2421,1703,,2855,1836,3728,3431,1019
NO2,2009,49,486,463,,2020,1591,3308,3877,429
NO2,2009,50,584,426,,1363,1458,3171,4184,-95
NO2,2009,51,238,172,,83,799,3017,4411,-717
NO2,2009,52,655,125,,-680,137,2926,5054,-818
NO2,2009,53,135,76,,-2104,-665,2864,5187,-1439
NO2,2010,1,6,45,,-3799,-1547,2824,5192,-2251
NO2,2010,2,87,35,,-4930,-1996,2795,5278,-2934
NO2,2010,3,126,30,,-6029,-2327,2773,5402,-3701
NO2,2010,4,385,44,,-6880,-2626,2762,5770,-4254
NO2,2010,5,366,41,,-7718,-2956,2744,6131,-4762
NO2,2010,6,33,20,,-8792,-3225,2728,6162,-5567
NO2,2010,7,206,23,,-9631,-3488,2716,6367,-6143
NO2,2010,8,381,30,,-10304,-3855,2706,6743,-6448
NO2,2010,9,261,26,,-10985,-4129,2697,7002,-6855
NO2,2010,10,239,55,,-11625,-4359,2733,7162,-7265
NO2,2010,11,571,187,,-11741,-4442,3019,7272,-7299
NO2,2010,12,679,467,,-11872,-4429,3204,7299,-7443
NO2,2010,13,777,380,,-11723,-4449,3090,7816,-7274
NO2,2010,14,190,370,,-11915,-4393,3244,7469,-7522
NO2,2010,15,587,424,,-11486,-4262,3355,7517,-7224
NO2,2010,16,473,283,,-11191,-4490,3136,7932,-6701
NO2,2010,17,714,932,,-10311,-3967,4075,6761,-6344
NO2,2010,18,-34,565,,-10518,-4390,3658,6536,-6129
NO2,2010,19,372,606,,-10014,-4734,4295,5638,-5280
NO2,2010,20,642,2667,,-9671,-3592,4800,2976,-6080
NO2,2010,21,157,1341,,-9874,-4067,4081,2431,-5807
NO2,2010,22,-234,1084,,-10148,-4533,3862,1261,-5616
NO2,2010,23,399,1155,,-9686,-4809,3857,466,-4877
NO2,2010,24,-155,768,,-9710,-5307,3145,225,-4403
NO2,2010,25,-183,473,,-9682,-5840,2636,72,-3842
NO2,2010,26,71,404,,-9461,-6295,2383,23,-3166
NO2,2010,27,29,304,,-9318,-6697,2152,14,-2621
NO2,2010,28,1482,661,,-7609,-6524,3058,11,-1084
NO2,2010,29,458,732,,-7026,-6141,2823,10,-885
NO2,2010,30,-51,405,,-7319,-6303,2417,9,-1016
NO2,2010,31,568,430,,-6932,-6288,2610,9,-644
NO2,2010,32,1006,635,,-6246,-6168,3061,9,-78
NO2,2010,33,394,582,,-6215,-6069,2928,9,-146
NO2,2010,34,998,947,,-5538,-5460,2988,9,-78
NO2,2010,35,-102,389,,-6373,-5806,2513,8,-567
NO2,2010,36,156,262,,-6940,-6284,2453,8,-656
NO2,2010,37,1592,785,,-5924,-6037,3282,28,112
NO2,2010,38,1168,869,,-5754,-6017,3600,18,263
NO2,2010,39,235,542,,-6515,-6307,3281,17,-208
NO2,2010,40,3691,2567,,-3994,-4766,4382,8,772
NO2,2010,41,-17,739,,-5608,-5407,3602,10,-201
NO2,2010,42,886,503,,-5810,-5767,3430,570,-43
NO2,2010,43,1558,853,,-5272,-5745,4262,455,474
NO2,2010,44,1276,1111,,-5335,-5722,3855,1009,387
NO2,2010,45,445,405,,-6042,-6116,3504,1401,74
NO2,2010,46,265,243,,-6895,-6649,3295,1637,-246
NO2,2010,47,25,130,,-7985,-7219,3169,1660,-766
NO2,2010,48,62,83,,-9071,-7742,3090,1721,-1329
NO2,2010,49,375,79,,-9817,-8182,3061,2061,-1635
NO2,2010,50,353,77,,-10631,-8595,3012,2401,-2036
NO2,2010,51,132,43,,-11826,-9192,2978,2532,-2635
NO2,2010,52,189,41,,-12977,-9847,2967,2701,-3130
NO2,2011,1,1176,123,,-13631,-10123,2962,3799,-3507
NO2,2011,2,2217,204,,-12324,-10178,2962,5898,-2147
NO2,2011,3,966,209,,-12203,-9991,2985,6679,-2212
NO2,2011,4,142,86,,-13068,-10019,2944,6792,-3050
NO2,2011,5,1850,251,,-12049,-9803,3006,8384,-2246
NO2,2011,6,1360,187,,-11393,-9557,2954,9668,-1836
NO2,2011,7,235,65,,-11961,-9547,2912,9900,-2413
NO2,2011,8,518,60,,-12308,-9707,2920,10377,-2601
NO2,2011,9,240,62,,-12763,-9701,2898,10594,-3062
NO2,2011,10,1136,94,,-12245,-9655,2902,11668,-2590
NO2,2011,11,502,84,,-12229,-9657,2894,12125,-2572
NO2,2011,12,1460,616,,-11199,-9164,3313,12598,-2035
NO2,2011,13,519,344,,-11184,-9093,3491,12599,-2090
NO2,2011,14,1832,1625,,-9696,-7730,4195,12074,-1966
NO2,2011,15,214,1601,,-10093,-6777,4418,10362,-3315
NO2,2011,16,-5,1897,,-10553,-5532,4980,7768,-5020
NO2,2011,17,-54,1920,,-10884,-4352,4655,5993,-6532
NO2,2011,18,-30,1017,,-11214,-4422,4328,5203,-6792
NO2,2011,19,207,1635,,-11252,-4032,4509,3485,-7220
NO2,2011,20,863,1199,,-10568,-4328,4275,3340,-6241
NO2,2011,21,1937,1643,,-8928,-4490,4622,3258,-4438
NO2,2011,22,851,1561,,-8050,-4422,4610,2500,-3629
NO2,2011,23,764,2009,,-7277,-3855,4584,1195,-3421
NO2,2011,24,716,1391,,-6226,-3517,4359,704,-2709
NO2,2011,25,117,1085,,-6133,-3639,3639,418,-2494
NO2,2011,26,2492,2091,,-3545,-2399,4262,165,-1145
NO2,2011,27,813,1270,,-2908,-2099,3917,60,-809
NO2,2011,28,186,870,,-2949,-2104,3275,33,-845
NO2,2011,29,1909,1268,,-1096,-1338,3940,20,242
NO2,2011,30,263,1099,,-1394,-1108,3145,12,-286
NO2,2011,31,302,556,,-1545,-1254,2962,10,-291
NO2,2011,32,214,575,,-2148,-1645,2636,9,-503
NO2,2011,33,417,436,,-2517,-2105,2663,9,-411
NO2,2011,34,1136,633,,-1817,-1978,3228,8,162
NO2,2011,35,515,696,,-1690,-1684,3074,8,-6
NO2,2011,36,2566,1627,,159,-784,4052,8,943
NO2,2011,37,1787,1833,,763,-47,4000,8,810
NO2,2011,38,1720,1421,,1444,493,4257,49,951
NO2,2011,39,152,879,,725,639,3585,8,86
NO2,2011,40,1802,1106,,1772,1079,3950,362,693
NO2,2011,41,1151,932,,1734,1003,3743,801,731
NO2,2011,42,1149,885,,2111,1345,4049,760,766
NO2,2011,43,915,895,,1572,1000,4197,619,572
NO2,2011,44,715,973,,1303,1251,4338,192,53
NO2,2011,45,136,694,,240,1117,3845,109,-877
NO2,2011,46,288,416,,-603,749,3752,75,-1352
NO2,2011,47,2286,781,,1085,1323,4262,1095,-238
NO2,2011,48,3832,1940,,3822,2683,4134,3144,1139
NO2,2011,49,1716,624,,4371,2708,3729,4690,1662
NO2,2011,50,2443,673,,5724,2908,3520,6746,2816
NO2,2011,51,802,293,,5461,2790,3394,7422,2671
NO2,2011,52,3504,1233,,8232,3848,3689,9492,4384
NO2,2012,1,2231,567,,8674,4014,3458,11469,4660
NO2,2012,2,2030,489,,9621,4076,3365,13187,5545
NO2,2012,3,1150,235,,9581,3936,3236,14286,5645
NO2,2012,4,631,131,,9009,3733,3154,14907,5276
NO2,2012,5,324,78,,8082,3385,3105,15228,4697
NO2,2012,6,201,53,,7118,3077,3076,15423,4041
NO2,2012,7,812,122,,6876,2877,3123,16101,3999
NO2,2012,8,2594,500,,8565,3058,3225,18179,5507
NO2,2012,9,1199,588,,9098,3591,3456,18604,5507
NO2,2012,10,979,338,,9325,3763,3451,19271,5562
NO2,2012,11,482,770,,9096,4275,3865,18546,4821
NO2,2012,12,724,906,,9294,5036,4230,17974,4258
NO2,2012,13,278,1412,,8677,5867,4176,16814,2810
NO2,2012,14,185,439,,8312,5835,3744,16968,2477
NO2,2012,15,904,490,,8599,5570,3715,17409,3029
NO2,2012,16,305,291,,8181,4815,3593,17541,3366
NO2,2012,17,1100,704,,8701,4365,3983,17533,4336
NO2,2012,18,125,1253,,7913,3904,4289,16043,4009
NO2,2012,19,732,844,,7888,2918,4252,15932,4971
NO2,2012,20,1384,1316,,8144,1776,4475,15749,6369
NO2,2012,21,-279,2588,,6986,2112,5223,11970,4874
NO2,2012,22,-144,2217,,5776,1837,4142,10535,3939
NO2,2012,23,76,994,,5357,864,4310,9384,4494
NO2,2012,24,511,1912,,5291,880,4539,7644,4410
NO2,2012,25,648,1888,,5681,1390,4672,6170,4291
NO2,2012,26,405,2006,,5528,1977,4517,4607,3552
NO2,2012,27,624,1978,,5884,3006,4498,3168,2878
NO2,2012,28,1413,2429,,6292,3879,4497,2068,2413
NO2,2012,29,13,1322,,5533,4054,3620,1577,1479
NO2,2012,30,415,1265,,5545,4685,3332,971,860
NO2,2012,31,450,899,,5305,4723,3234,611,581
NO2,2012,32,345,831,,4733,4519,2996,366,214
NO2,2012,33,354,568,,4424,4322,3007,178,102
NO2,2012,34,153,591,,3888,4188,2667,108,-300
NO2,2012,35,1351,877,,4705,4504,3223,68,202
NO2,2012,36,457,681,,4681,4716,3027,55,-34
NO2,2012,37,1435,963,,5529,5151,3526,50,378
NO2,2012,38,922,985,,5365,5215,3346,159,150
NO2,2012,39,886,702,,4879,4736,3612,37,143
NO2,2012,40,2058,1617,,5599,5148,4033,37,451
NO2,2012,41,544,751,,4637,4598,3528,324,39
NO2,2012,42,1393,896,,4991,4675,4170,189,316
NO2,2012,43,295,684,,3527,3822,3628,321,-295
NO2,2012,44,1794,699,,3880,3287,3608,1462,593
NO2,2012,45,1407,635,,4293,3276,3724,2123,1017
NO2,2012,46,1447,1115,,4695,3700,3950,2223,995
NO2,2012,47,2337,1538,,5858,4494,4284,2674,1363
NO2,2012,48,121,596,,4537,4214,3682,2780,323
NO2,2012,49,282,272,,3327,3608,3416,3060,-281
NO2,2012,50,908,192,,2954,3182,3273,3948,-229
NO2,2012,51,524,194,,1981,2552,3191,4383,-571
NO2,2012,52,1763,214,,2532,2158,3268,5905,375
NO2,2013,1,2396,715,,3101,2453,3391,7525,648
NO2,2013,2,143,256,,2023,2220,3205,7605,-197
NO2,2013,3,30,103,,676,1811,3107,7634,-1135
NO2,2013,4,170,67,,-467,1463,3052,7803,-1930
NO2,2013,5,1862,255,,317,1420,3067,9466,-1103
NO2,2013,6,753,120,,62,1309,3020,10190,-1248
NO2,2013,7,143,47,,-785,1121,2989,10331,-1906
NO2,2013,8,148,44,,-1660,799,2975,10463,-2460
NO2,2013,9,181,40,,-2321,643,2981,10609,-2964
NO2,2013,10,61,50,,-3048,506,2970,10636,-3554
NO2,2013,11,348,44,,-3500,166,2950,10973,-3666
NO2,2013,12,90,29,,-4232,-279,2932,11061,-3953
NO2,2013,13,5,15,,-5000,-806,2920,11066,-4194
NO2,2013,14,37,15,,-5558,-1333,2917,11093,-4225
NO2,2013,15,110,22,,-5978,-1987,2915,11189,-3991
NO2,2013,16,2082,1106,,-4258,-1561,3637,11434,-2698
NO2,2013,17,1248,665,,-3355,-1842,3475,12192,-1513
NO2,2013,18,1486,482,,-2282,-2664,3410,13294,381
NO2,2013,19,791,1553,,-1642,-2307,4529,11349,665
NO2,2013,20,1776,2593,,165,-940,5459,9501,1105
NO2,2013,21,428,3536,,-406,270,5060,6582,-676
NO2,2013,22,735,3021,,-464,1082,5343,3849,-1547
NO2,2013,23,341,1976,,-1104,650,4390,3057,-1754
NO2,2013,24,387,1499,,-913,608,4308,1945,-1520
NO2,2013,25,824,1421,,-302,638,4545,1067,-940
NO2,2013,26,1096,1689,,499,1092,4362,617,-593
NO2,2013,27,123,1058,,143,910,3679,341,-767
NO2,2013,28,-404,657,,-689,500,2830,133,-1189
NO2,2013,29,13,482,,-936,257,2464,61,-1193
NO2,2013,30,-262,355,,-1712,-248,1958,20,-1465
NO2,2013,31,1000,420,,-1229,-603,2626,12,-625
NO2,2013,32,1672,1226,,-89,-81,3130,9,-8
NO2,2013,33,1428,813,,802,78,3797,9,724
NO2,2013,34,140,1024,,131,277,2920,9,-146
NO2,2013,35,-134,385,,-737,-88,2431,9,-649
NO2,2013,36,1176,632,,-443,-374,3039,8,-70
NO2,2013,37,322,610,,-1237,-838,2791,8,-399
NO2,2013,38,1460,988,,-634,-568,3281,8,-66
NO2,2013,39,-13,430,,-1771,-1112,2839,8,-659
NO2,2013,40,678,338,,-2250,-1836,3194,11,-414
NO2,2013,41,479,564,,-2716,-2049,3138,8,-667
NO2,2013,42,-27,281,,-3726,-2530,2829,18,-1196
NO2,2013,43,3045,1564,,-1603,-1686,4218,109,83
NO2,2013,44,1741,1422,,-1024,-1176,4037,593,153
NO2,2013,45,1659,925,,-555,-1100,3706,1670,546
NO2,2013,46,1120,661,,-195,-871,3858,1996,676
NO2,2013,47,495,599,,-855,-1005,3503,2241,150
NO2,2013,48,662,399,,-1266,-1147,3493,2526,-120
NO2,2013,49,2312,440,,24,-1192,3347,4626,1217
NO2,2013,50,1424,504,,562,-923,3590,5345,1485
NO2,2013,51,2603,730,,2254,-463,3581,7282,2717
NO2,2013,52,4130,1066,,5280,50,3589,10439,5230
NO2,2014,1,2866,1049,,6219,595,3541,12350,5624
NO2,2014,2,1807,826,,6854,944,3389,13528,5910
NO2,2014,3,949,261,,6444,659,3204,14457,5785
NO2,2014,4,304,122,,5494,410,3111,14759,5084
NO2,2014,5,679,96,,5050,201,3061,15424,4849
NO2,2014,6,1048,167,,5199,245,3087,16325,4954
NO2,2014,7,2209,422,,6463,434,3185,18069,6028
NO2,2014,8,1275,340,,6691,361,3102,19126,6330
NO2,2014,9,1498,554,,7276,631,3227,19971,6645
NO2,2014,10,1499,467,,7876,784,3375,20877,7092
NO2,2014,11,1081,510,,8300,1043,3373,21474,7257
NO2,2014,12,2554,912,,10124,1515,3524,23031,8610
NO2,2014,13,275,389,,9554,1284,3454,22996,8270
NO2,2014,14,72,336,,8907,968,3354,22820,7939
NO2,2014,15,1365,930,,9635,1132,3844,22754,8503
NO2,2014,16,643,656,,9617,818,3685,22882,8799
NO2,2014,17,-36,1275,,9042,1048,4370,20804,7994
NO2,2014,18,-30,1569,,8004,869,4142,19315,7135
NO2,2014,19,632,929,,7970,72,4335,18776,7898
NO2,2014,20,307,1747,,7445,-275,4951,16624,7720
NO2,2014,21,556,3504,,7333,1224,5723,12704,6108
NO2,2014,22,-252,3193,,6044,2016,5196,9571,4029
NO2,2014,23,124,2889,,5238,2622,5034,6783,2616
NO2,2014,24,-83,2399,,4788,3386,4414,4761,1402
NO2,2014,25,-223,1747,,4104,3567,3701,3388,537
NO2,2014,26,-48,1085,,3383,3061,3471,2423,321
NO2,2014,27,356,1149,,3216,2948,3514,1541,268
NO2,2014,28,452,1514,,3712,3917,3323,625,-204
NO2,2014,29,263,1016,,3382,3908,2914,277,-527
NO2,2014,30,-179,580,,2712,3671,2394,90,-959
NO2,2014,31,322,454,,2582,3436,2365,45,-854
NO2,2014,32,965,744,,2823,3289,2658,25,-465
NO2,2014,33,1383,1103,,3542,3656,2950,18,-114
NO2,2014,34,651,645,,3395,3474,2980,16,-79
NO2,2014,35,332,483,,3118,3331,2863,13,-213
NO2,2014,36,605,672,,2808,3090,2823,11,-283
NO2,2014,37,1010,1070,,2457,2850,2795,10,-393
NO2,2014,38,-73,326,,1004,1908,2441,9,-904
NO2,2014,39,965,453,,850,1355,2984,17,-505
NO2,2014,40,287,513,,-133,700,2778,8,-833
NO2,2014,41,2622,1464,,1489,1343,3937,23,146
NO2,2014,42,596,807,,1016,1326,3659,74,-310
NO2,2014,43,2456,1783,,2568,2399,4398,15,169
NO2,2014,44,2901,2543,,3944,3679,4716,27,265
NO2,2014,45,1385,1511,,3579,3820,4364,226,-241
NO2,2014,46,667,976,,2912,3831,4132,127,-919
NO2,2014,47,232,458,,1828,3393,3720,310,-1565
NO2,2014,48,1223,535,,1715,3100,3576,1179,-1385
NO2,2014,49,530,251,,961,2668,3456,1593,-1707
NO2,2014,50,2534,399,,2414,2594,3346,3923,-181
NO2,2014,51,2688,378,,3907,2372,3284,6397,1535
NO2,2014,52,1514,352,,3997,1894,3204,7697,2102
NO2,2026,18,74,1548,,,,4487,4210,-7625
NO3,1958,2,185,36,,,,1680,5746,615
NO3,1958,3,1060,76,,,,1678,6717,1140
NO3,1958,4,447,44,,,,1653,7150,1081
NO3,1958,5,293,92,,,,1698,7299,852
NO3,1958,6,1008,102,,,,1655,8240,1320
NO3,1958,7,206,28,,,,1644,8426,1088
NO3,1958,8,802,36,,,,1628,9202,1464
NO3,1958,9,538,19,,,,1619,9723,1613
NO3,1958,10,656,46,,,,1621,10323,1824
NO3,1958,11,1,14,,,,1611,10324,1498
NO3,1958,12,102,11,,,,1604,10423,1286
NO3,1958,13,31,8,,,,1599,10453,1071
NO3,1958,14,14,9,,,,1600,10461,911
NO3,1958,15,364,16,,,,1604,10800,1223
NO3,1958,16,596,198,,,,1669,11111,1669
NO3,1958,17,271,186,,,,1756,11096,1990
NO3,1958,18,670,448,,,,1923,11116,2571
NO3,1958,19,319,340,,,,1994,11005,3090
NO3,1958,20,153,343,,,,2036,10757,3587
NO3,1958,21,345,542,,,,2210,10359,4203
NO3,1958,22,433,1103,,,,2508,9348,4373
NO3,1958,23,-48,1486,,,,2767,7504,3683
NO3,1958,24,33,810,,,,2598,6866,3739
NO3,1958,25,439,1479,,,,2842,5523,3420
NO3,1958,26,160,1582,,,,2974,3915,2593
NO3,1958,27,-198,1931,,,,2680,2037,962
NO3,1958,28,486,1055,,,,2571,1547,807
NO3,1958,29,149,661,,,,2397,1207,617
NO3,1958,30,502,673,,,,2462,971,669
NO3,1958,31,131,509,,,,2303,765,474
NO3,1958,32,553,572,,,,2361,685,580
NO3,1958,33,295,523,,,,2368,492,494
NO3,1958,34,-11,505,,,,2034,364,100
NO3,1958,35,92,390,,,,1910,263,-74
NO3,1958,36,-126,342,,,,1663,168,-401
NO3,1958,37,263,313,,,,1732,128,-360
NO3,1958,38,103,241,,,,1677,115,-460
NO3,1958,39,423,262,,,,1839,43,-432
NO3,1958,40,225,253,,,,1883,12,-485
NO3,1958,41,552,358,,,,2025,69,-388
NO3,1958,42,659,385,,,,2013,338,-287
NO3,1958,43,1453,762,,,,2406,587,208
NO3,1958,44,714,798,,,,2310,563,-74
NO3,1958,45,272,314,,,,2190,627,-359
NO3,1958,46,325,207,,,,2066,858,-514
NO3,1958,47,300,203,,,,2092,916,-728
NO3,1958,48,827,397,,,,2117,1291,-681
NO3,1958,49,1790,257,,,,2020,2893,450
NO3,1958,50,339,103,,,,1928,3223,289
NO3,1958,51,121,56,,,,1875,3338,-26
NO3,1958,52,35,53,,,,1846,3348,-404
NO3,1959,1,527,45,,,,1817,3849,-742
NO3,1959,2,502,36,,,,1793,4336,-684
NO3,1959,3,373,25,,,,1774,4697,-784
NO3,1959,4,492,24,,,,1758,5174,-790
NO3,1959,5,540,49,,,,1770,5645,-730
NO3,1959,6,254,125,,,,1785,5747,-1043
NO3,1959,7,61,30,,,,1756,5806,-1420
NO3,1959,8,1707,244,,,,1836,7156,-375
NO3,1959,9,1424,372,,,,1962,8050,282
NO3,1959,10,261,341,,,,2005,7904,-210
NO3,1959,11,227,109,,,,1910,8112,-415
NO3,1959,12,133,96,,,,1889,8162,-690
NO3,1959,13,274,128,,,,1936,8247,-798
NO3,1959,14,419,169,,,,1972,8445,-732
NO3,1959,15,56,109,,,,1908,8451,-822
NO3,1959,16,207,357,,,,2089,8101,-921
NO3,1959,17,183,208,,,,2117,8036,-709
NO3,1959,18,188,587,,,,2357,7376,-735
NO3,1959,19,189,411,,,,2309,7185,-415
NO3,1959,20,-87,1584,,,,2817,4955,-1433
NO3,1959,21,67,821,,,,2699,4288,-1379
NO3,1959,22,340,895,,,,2766,3625,-1092
NO3,1959,23,270,1033,,,,2896,2694,-999
NO3,1959,24,47,968,,,,2692,1950,-1084
NO3,1959,25,1008,996,,,,2682,1919,-345
NO3,1959,26,-256,862,,,,2504,994,-798
NO3,1959,27,105,725,,,,2296,606,-853
NO3,1959,28,295,625,,,,2251,366,-694
NO3,1959,29,208,529,,,,2104,241,-642
NO3,1959,30,50,439,,,,1956,120,-688
NO3,1959,31,-113,385,,,,1688,57,-849
NO3,1959,32,261,313,,,,1749,41,-676
NO3,1959,33,32,325,,,,1617,25,-724
NO3,1959,34,150,373,,,,1565,14,-718
NO3,1959,35,1061,621,,,,2001,59,-186
NO3,1959,36,-28,330,,,,1798,9,-425
NO3,1959,37,323,339,,,,1859,6,-355
NO3,1959,38,948,678,,,,2115,11,-127
NO3,1959,39,560,515,,,,2069,74,-171
NO3,1959,40,372,390,,,,2114,7,-260
NO3,1959,41,-13,214,,,,1925,1,-557
NO3,1959,42,-1,125,,,,1811,0,-827
NO3,1959,43,683,201,,,,1919,357,-510
NO3,1959,44,527,262,,,,1911,611,-424
NO3,1959,45,300,219,,,,1903,688,-585
NO3,1959,46,268,152,,,,1843,855,-741
NO3,1959,47,204,96,,,,1838,960,-938
NO3,1959,48,457,297,,,,1891,1046,-1152
NO3,1959,49,86,90,,,,1807,1123,-1535
NO3,1959,50,22,52,,,,1754,1144,-1964
NO3,1959,51,150,45,,,,1734,1263,-2243
NO3,1959,52,187,52,,,,1714,1413,-2472
